query_norm,query_raw,brand,click_brand,label_id,label_reason,confidence,sample_weight,n_clicks,n_brands,brand_in_query,has_alias,is_category_only,tier,runner_up,weight_margin,pred
встраиваемая микроволновая midea,встраиваемая микроволновая midea,NO_BRAND,Midea,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Midea
весы кухонные tefal,весы кухонные tefal,NO_BRAND,Tefal,65,category_only,1.0,1.0,2,1,True,False,True,special,,1.0,Tefal
паровая гладильная система tefal ixeo,паровая гладильная система tefal ixeo,Tefal,Tefal,59,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,NO_BRAND
внешний аккумулятор magsafe ugreen,Внешний аккумулятор MagSafe uGreen,UNKNOWN,uGreen,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND
восстановленный телевизор tcl,восстановленный телевизор tcl,NO_BRAND,TCL,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,TCL
indesit стиральная машина,indesit стиральная машина,NO_BRAND,Indesit,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Indesit
сплит-система newtek nt-65chd07 23 кв.м компрессор toshiba gmcc функция обогрев и охлаждение комплект,Сплит-система Newtek NT-65CHD07 /23кв.м/компрессор TOSHIBA-GMCC/Функция обогрев и охлаждение/ КОМПЛЕКТ,Toshiba,Newtek,61,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0,UNKNOWN
стиральная машина узкая candy smart,стиральная машина узкая candy smart,Candy,Candy,12,brand_in_query,1.0,1.0,2,1,True,False,False,high,,1.0,NO_BRAND
кофемашина vista,Кофемашина vista,UNKNOWN,Vista,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND
gorenje микроволновая печь,Gorenje микроволновая печь,NO_BRAND,Gorenje,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Gorenje
34 монитор мониторы для компьютера 34 монитор изогнутый,34 монитор мониторы для компьютера 34 монитор изогнутый,UNKNOWN,Samsung,66,ambiguous_clicks,0.41025641025641024,0.9,4,4,False,False,False,special,MSI,0.10256410256410255,NO_BRAND
тонометр автоматический,тонометр автоматический,UNKNOWN,OMRON,66,ambiguous_clicks,0.4542857142857143,0.9,8,4,False,False,False,special,WJB,0.19714285714285712,NO_BRAND
кресло glhf,Кресло glhf,UNKNOWN,GLHF,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND
варочная панель gefest,варочная панель gefest,NO_BRAND,Gefest,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Gefest
lg frigorifero combinato gbbs514 cpy,LG Frigorifero combinato GBBS514CPY,LG,LG,38,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,UNKNOWN
внешний аккумулятор 20000,внешний аккумулятор 20000,UNKNOWN,Xiaomi,66,ambiguous_clicks,0.33213325325165677,0.9,15,8,False,False,False,special,Baseus,0.046724220658410476,NO_BRAND
варочная панель электрическая на 2,варочная панель электрическая на 2,UNKNOWN,Krona,66,ambiguous_clicks,0.34872126644086154,0.9,29,14,False,False,False,special,HOMSAir,0.18933342997897193,NO_BRAND
посудомоечная машина kuppersberg,посудомоечная машина kuppersberg,NO_BRAND,Kuppersberg,65,category_only,1.0,1.0,3,1,True,False,True,special,,1.0,Kuppersberg
посудомоечная машина electrolux,посудомоечная машина electrolux,NO_BRAND,Electrolux,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Electrolux
вытяжка островная,вытяжка островная,UNKNOWN,HOMSAir,66,ambiguous_clicks,0.3531567549558554,0.9,7,7,False,False,False,special,Krona,0.0,NO_BRAND
раковина кухонная врезная florentina,раковина кухонная врезная Florentina,UNKNOWN,Florentina,66,ood_brand_surface,1.0,0.9,2,1,True,False,False,special,,1.0,NO_BRAND
беспроводной погружной блендер korting khb 0313 w,Беспроводной погружной блендер Korting KHB 0313 W,UNKNOWN,Korting,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND
радар детектор,радар детектор,UNKNOWN,Intego,66,ambiguous_clicks,0.43205990689565243,0.9,16,5,False,False,False,special,SilverStone F1,0.03888696360498896,NO_BRAND
принтер лазерный с wi,принтер лазерный с wi,UNKNOWN,DELI,66,ambiguous_clicks,0.4945173081057837,0.9,7,3,False,False,False,special,Pantum,0.07310255858955063,NO_BRAND
вытяжка elica наклонная,вытяжка elica наклонная,UNKNOWN,Elica,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND
холодильники kuppersberg стекло,холодильники kuppersberg стекло,NO_BRAND,Kuppersberg,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Kuppersberg
смарт часы realme,смарт часы realme,NO_BRAND,realme,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,realme
кондиционер сплит rapid,кондиционер сплит rapid,NO_BRAND,Rapid,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Rapid
dreame пылесос вертикальный,dreame пылесос вертикальный,NO_BRAND,Dreame,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Dreame
мойка воздуха dreame,Мойка воздуха dreame,NO_BRAND,Dreame,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Dreame
очиститель воздуха приточный ballu,Очиститель воздуха приточный Ballu,Ballu,Ballu,6,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,NO_BRAND
электрошвабра,электрошвабра,UNKNOWN,Polaris,66,ambiguous_clicks,0.3840706590648369,0.9,8,5,False,False,False,special,VOXLEN,0.12438652026531648,NO_BRAND
https www.mvideo.ru products vs traivaemaya mikrovolnovaya pech krona krmw20-400444039,https://www.mvideo.ru/products/vs traivaemaya-mikrovolnovaya-pech- krona-krmw20-400444039,Krona,Krona,36,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,UNKNOWN
варочная панель indesit,варочная панель indesit,NO_BRAND,Indesit,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Indesit
кондиционер мобильный rapid,Кондиционер мобильный rapid,NO_BRAND,Rapid,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Rapid
водонагреватель газовый thermex,водонагреватель газовый thermex,NO_BRAND,Thermex,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,UNKNOWN
посудомоечная машина 60 см,Посудомоечная машина 60 см,UNKNOWN,Bosch,66,ambiguous_clicks,0.37019085125719475,0.9,3,3,False,False,False,special,Ardo,0.03938200545289305,NO_BRAND
сковорода beka,сковорода beka,UNKNOWN,Beka,66,ood_brand_surface,1.0,0.9,2,1,True,False,False,special,,1.0,NO_BRAND
колонка яндекс станция,колонка яндекс станция,NO_BRAND,Яндекс,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Яндекс
электро самокат kugoo,электро самокат kugoo,NO_BRAND,Kugoo,65,category_only,1.0,1.0,13,1,True,False,True,special,,1.0,UNKNOWN
стиральная lg узкая,стиральная lg узкая,NO_BRAND,LG,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,LG
плиты gefest комбинированные,плиты gefest комбинированные,NO_BRAND,Gefest,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Gefest
триммер deko,триммер deko,UNKNOWN,DEKO,66,ood_brand_surface,1.0,0.9,2,1,True,False,False,special,,1.0,NO_BRAND
philips напольный пылесос powerpro expert fc9733 01 синий уцененный товар,"Philips Напольный пылесос PowerPro Expert FC9733/01, синий, Уцененный товар",Philips,Philips,46,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,NO_BRAND
варочная индукционная панель gorenje,варочная индукционная панель gorenje,NO_BRAND,Gorenje,65,category_only,1.0,1.0,10,1,True,False,True,special,,1.0,Gorenje
овощерезке электрическая,овощерезке электрическая,UNKNOWN,Centek,66,ambiguous_clicks,0.4503784693019344,0.9,12,8,False,False,False,special,LOWENGRASS,0.31791421362489486,NO_BRAND
кулер,кулер,NO_BRAND,ID-Cooling,65,category_only,0.3264133387629737,1.0,17,7,False,False,True,special,AEL,0.004364134382728388,UNKNOWN
встраиваемый шкаф gorenje черный,встраиваемый шкаф gorenje черный,NO_BRAND,Gorenje,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Gorenje
муз центр shivaki,муз центр shivaki,NO_BRAND,Shivaki,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,UNKNOWN
встроенный духовой шкаф электрический electrolux,встроенный духовой шкаф электрический electrolux,Electrolux,Electrolux,21,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,NO_BRAND
стиральная машина electrolux,стиральная машина electrolux,NO_BRAND,Electrolux,65,category_only,1.0,1.0,3,1,True,False,True,special,,1.0,Electrolux
индукционная плита на 2,индукционная плита на 2,UNKNOWN,Harper,66,ambiguous_clicks,0.45383703201761816,0.9,3,3,False,False,False,special,Maunfeld,0.15449771302727425,NO_BRAND
механическая клавиатура logitech,механическая клавиатура logitech,NO_BRAND,Logitech,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Logitech
электрическая варочная поверхность хайер,электрическая варочная поверхность хайер,Haier,Haier,27,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0,NO_BRAND
накопительные водонагреватели 50 л плоские вертикальные,накопительные водонагреватели 50л плоские вертикальные,UNKNOWN,Haier,66,ambiguous_clicks,0.364741641337386,0.9,4,4,False,False,False,special,Hyundai,0.04559270516717323,NO_BRAND
уцененная стиральная машина узкая carrera 573 отличный,"Уцененная стиральная машина узкая Carrera №573, отличный",Carrera,Carrera,14,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,NO_BRAND
встраиваемая посудомоечная машина hotpoint hi 5d84 dw,Встраиваемая посудомоечная машина Hotpoint HI 5D84 DW,UNKNOWN,Hotpoint,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND
принтер лазерное мфу и ксероксом цветной,принтер лазерное мфу и ксероксом цветной,UNKNOWN,Pantum,66,ambiguous_clicks,0.35476517256989093,0.9,7,4,False,False,False,special,HUAWEI,0.0,NO_BRAND
beko стиральная машина,beko стиральная машина,NO_BRAND,Beko,65,category_only,1.0,1.0,2,1,True,False,True,special,,1.0,Beko
beko машинка стиральная,Beko машинка стиральная,NO_BRAND,Beko,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Beko
lg стиральная машина,Lg стиральная машина,NO_BRAND,LG,65,category_only,1.0,1.0,4,1,True,False,True,special,,1.0,LG
фен щетки rowenta,фен щетки rowenta,NO_BRAND,Rowenta,65,category_only,1.0,1.0,24,1,True,False,True,special,,1.0,Rowenta
холодильники и многодверные hisense,холодильники и многодверные hisense,Hisense,Hisense,29,brand_in_query,1.0,1.0,7,1,True,False,False,high,,1.0,NO_BRAND
встраиваемые газовые панели midea,встраиваемые газовые панели midea,Midea,Midea,42,brand_in_query,1.0,1.0,2,1,True,False,False,high,,1.0,NO_BRAND
домкрат подкатной,домкрат подкатной,UNKNOWN,нет,66,ambiguous_clicks,0.3547450946420063,0.9,9,6,False,False,False,special,KINGQUEEN,0.012994325811062494,NO_BRAND
стиральная машинка lg суперузкая,стиральная машинка lg суперузкая,LG,LG,38,brand_in_query,1.0,1.0,2,1,True,False,False,high,,1.0,NO_BRAND
робот мойщик окон даджет w200,робот мойщик окон даджет w200,UNKNOWN,Даджет,66,ood_brand_surface,1.0,0.9,3,1,True,False,False,special,,1.0,NO_BRAND
автомобильное зарядное устройство magssory,Автомобильное зарядное устройство Magssory,UNKNOWN,Magssory,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND
стиральная машинка hisense стоимость,стиральная машинка Hisense стоимость,Hisense,Hisense,29,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,NO_BRAND
сушильная машинка gorenje,сушильная машинка gorenje,NO_BRAND,Gorenje,65,category_only,1.0,1.0,3,1,True,False,True,special,,1.0,Gorenje
тестомес,тестомес,NO_BRAND,RAGEX,65,category_only,0.5661157024793388,1.0,6,3,False,False,True,special,Malajess,0.3181818181818182,UNKNOWN
монитор для компьютера 27 игровой,монитор для компьютера 27 игровой,UNKNOWN,Carrera,66,ambiguous_clicks,0.4749201881997054,0.9,8,7,False,False,False,special,Samsung,0.32364931343979925,NO_BRAND
стиральная машинка стиральная узкая candy smartpro,стиральная машинка стиральная узкая candy smartpro,Candy,Candy,12,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,NO_BRAND
сушильная машина grundig,сушильная машина grundig,NO_BRAND,Grundig,65,category_only,1.0,1.0,5,1,True,False,True,special,,1.0,Grundig
magsave power bank,Magsave power bank,NO_BRAND,RIVACASE,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0,UNKNOWN
стиральная машина hisense wfqp7012 vm с фронтальной загрузкой 7 кг 1200 об мин с паром инверторная,"Стиральная машина Hisense WFQP7012VM, с фронтальной загрузкой, 7кг, 1200об/мин, с паром, инверторная",Hisense,Hisense,29,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,UNKNOWN
встраиваемая свч bosch,встраиваемая свч bosch,NO_BRAND,Bosch,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Bosch
газовая варочная 3 комфорочная панель gefest,газовая варочная 3 комфорочная панель gefest,Gefest,Gefest,22,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,NO_BRAND
фитнес браслет google,фитнес браслет google,NO_BRAND,Google,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,UNKNOWN
пылесосы с контейнером philips,пылесосы с контейнером philips,UNKNOWN,PHILIPS,66,ood_brand_surface,0.5691699604743083,0.9,7,2,True,False,False,special,Philips,0.1383399209486167,Philips
комбинированная газовая плита gorenje с электрической,комбинированная газовая плита gorenje с электрической,Gorenje,Gorenje,23,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,NO_BRAND
веб камера logitech,веб камера logitech,NO_BRAND,Logitech,65,category_only,1.0,1.0,6,1,True,False,True,special,,1.0,Logitech
морозильные камеры no frost no frost,морозильные камеры no frost no frost,UNKNOWN,Indesit,66,ambiguous_clicks,0.4325634554756955,0.9,7,5,False,False,False,special,Haier,0.07817929383969865,NO_BRAND
стиральная машина maunfeld,стиральная машина maunfeld,NO_BRAND,Maunfeld,65,category_only,1.0,1.0,3,1,True,False,True,special,,1.0,Maunfeld
алкотестер,алкотестер,NO_BRAND,ASENS,65,category_only,0.43479979155518717,1.0,32,4,False,False,True,special,BandRate Smart,0.09220185571841759,UNKNOWN
вытяжки кухонные kuppersberg,вытяжки кухонные kuppersberg,NO_BRAND,Kuppersberg,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Kuppersberg
встраиваемый электрический духовой шкаф korting,встраиваемый электрический духовой шкаф korting,UNKNOWN,Korting,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND
диван ikea,диван ikea,UNKNOWN,IKEA,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND
электрический проточный водонагреватель с душем,электрический проточный водонагреватель с душем,UNKNOWN,Electrolux,66,ambiguous_clicks,0.27952124635846237,0.9,57,13,False,False,False,special,Thermex,0.10085809852325553,NO_BRAND
видеозвонок,видеозвонок,UNKNOWN,Rubetek,66,ambiguous_clicks,0.4075895994378074,0.9,5,5,False,False,False,special,АвтоИмидж,0.0,NO_BRAND
камера ezviz,камера ezviz,UNKNOWN,Ezviz,66,ood_brand_surface,1.0,0.9,3,1,True,False,False,special,,1.0,NO_BRAND
телевизор с. яндекс станция алиса,Телевизор с. Яндекс станция алиса,Яндекс,Яндекс,64,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,NO_BRAND
стиральная машина узкая indesit,Стиральная машина узкая Indesit,NO_BRAND,Indesit,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Indesit
радар детекторы neoline,радар детекторы neoline,UNKNOWN,Neoline,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND
устройство aukey,устройство aukey,UNKNOWN,Aukey,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND
смартфон meizu,смартфон meizu,UNKNOWN,Meizu,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND
одежда,одежда,NO_BRAND,FORESTXS,65,category_only,0.32302726190069153,1.0,8,7,False,False,True,special,ZaslonArmy,0.1076757539668972,UNKNOWN
моющий пылесос tefal,моющий пылесос tefal,NO_BRAND,Tefal,65,category_only,1.0,1.0,11,1,True,False,True,special,,1.0,Tefal
напольный пылесос centek ct-2540 black 450 вт мощность 3 л объем пылесборника,"Напольный пылесос, CENTEK CT-2540 Black, 450Вт мощность, 3л объем пылесборника,",Centek,Centek,15,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,UNKNOWN
погружные блендеры redmond 421,погружные блендеры redmond 421,Redmond,Redmond,50,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,NO_BRAND
игровой руль moza r3,игровой руль moza r3,UNKNOWN,Moza,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND
poco qualcomm snapdragon 8 gen,poco Qualcomm Snapdragon 8 Gen,Xiaomi,POCO,62,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0,UNKNOWN
игровая клавиатура logitech магнитная,Игровая клавиатура Logitech магнитная,Logitech,Logitech,39,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,NO_BRAND
телевизор со смартом lg 43,телевизор со смартом lg 43,UNKNOWN,Яндекс,66,ambiguous_clicks,0.49253731343283585,0.9,3,3,False,False,False,special,LG,0.16417910447761197,LG
polar,Polar,UNKNOWN,Polar,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,Polaris
